Date,Username,Handle,Tweet body,Number of likes,Number of retweets
2023-09-29,Jean Émard,@Jean__Emard,"J'ai vraiment hâte que Justin parte, mais j'ai vraiment pas hâte que Pierre arrive. 

On pourrait-tu mettre ChatGPT à  la place ? ",42,2
1970-01-01,eBibleFellowship - NewOpenForum.org,@EBF2033,"In this study we spend time discussing this verse:  
Proverbs 22:3 
A prudent man foreseeth the evil, and hideth himself: but the simple pass on, and are punished.",1500,77
2023-09-13,ted,@xbt,Mdrr jsp si c global mais chatgpt marche pus chez moi (j’ai tjr copilot) la jdois re apprendre à coder,11,0
2023-09-20,Maxime Halley,@maximehalley,"ChatGPT est génial !

Vous l'utilisez mal, c'est tout..

Utilisez ces 5 prompts avancés de ChatGPT pour économiser des heures par jour :",16,3
2023-09-14,Yanis,@Think,"Vous êtes obsédé de ChatGPT ici,

J'ai donc le plaisir de vous annoncer que j'ai un petit truc de fini pour vous :

𝑪𝙝𝒂𝙩𝑮𝙋𝑻 𝑬𝙡𝒊𝙩𝒆 : 𝑴𝙖𝒔𝙩𝒆𝙧𝒄𝙡𝒂𝙨𝒔 

Et je l'offre, bientôt, tres bientôt.

soyez a l'affut ",28,0
2023-09-04,Bachir,@_IA,"Les outils indispensables pour Twitter : 

- TweetHunter/Typefury/buffer : programmer les posts.

- ChatGPT et Tugan AI : faciliter la rédaction et la recherche. 

- Hivoe : faire des tweets auto-dm gratuitement.

- Twemex : analyser tes concurrents.",24,3
2023-09-13,Anis Bennani I Coaching,@AnisBennanika,"Les gars, l'entrepreneuriat c'est dur !

N'écoutez pas ce qui vous disent :

"" Gagne 5000 € en 24 h grâce à ce prompt ChatGPT.""

Au départ,

Il va falloir travailler,

Et pas qu'un peu.

Mais avec du temps et beaucoup de travail, vous allez y arriver

Temps + travail = réussite.",21,1
2023-09-14,Optima,@IAoptima,"Top 12 des meilleurs outils IA

ChatGPT 
Midjourney
Bard. ai
Design. ai
Canva 
Capcut
Notion
Tubebuddy",27,1
2023-09-07,Racem Flazi,@Racem,"Je parlais hier à un entrepreneur qui a déjà vendu sa boite (business classique), x7 l’EBIT, il a pris plusieurs millions et comme tous les entrepreneurs s’est relancé dans un projet, il a trouvé une application intelligente de chatgpt et veut bâtir son SaaS.

Je lui dis un truc…",28,4
2023-09-28,Emilien | ChatBots IA,@Emilien_IA,"On utilise ChatGPT au quotidien.

Des professionnels, des professeurs et des étudiants.

Que pensez-vous de l’IA dans l’éducation : est ce que cela permettrait une éducation plus personnalisée ou bien est ce une menace ?

Est ce que demain les professeurs seront remplacés ?",18,0
2023-09-27,Ralph,@TheTall,Moi qui gère du Regex dans chatGPT sans rien n'y comprendre .  .,10,2
2023-09-23,Nathan mlf,@MLFnathan,"Presque tout tes Xs sur les sujets ""intello"" ou de société proviennent de #chatGPT mais tu fais la grande gueule... 
Anyway toza weekend je vais boire de l'eau dans mon coin",14,4
2023-09-16,Le Don,@LeDonFR,"90% des tweets ici ? Pas terrible. 

Qui va vouloir te suivre si tu n'élèves pas ton jeu ? 

Une solution ? ChatGPT. 

Des prompts secrets qui boostent tes tweets comme personne.  

Reste à l'écoute, je dévoile tout très bientôt... ",10,0
2023-09-11,Gabriel Lantrac,@GLantrac,"En ces temps de copier-coller et de chat GPT, on n’a plus besoin de copier et on ne se fait plus coller.",8,3
2023-09-18,Ladji | IA Marketing,@Ladji_IA,"Tu veux apprendre une nouvelle compétence

Mais tu sais pas comment t'y prendre ?

Lance ChatGPT

Demande-lui ce qu'il faut savoir

Il te donnera un plan sur les sujets à aborder.

Va ensuite sur YouTube et regarde des vidéos sur les sujets que ",21,1
2023-09-16,Baptiste | ChatBots IA,@bapt_dailyens,"Si tu veux que tes tweets soient 𝗣𝗲𝗿𝗰𝘂𝘁𝗮𝗻𝘁𝘀, 

𝗖𝗮𝗽𝘁𝗶𝘃𝗮𝗻𝘁𝘀,

Et que les gens ne se lassent pas devant tes posts.

𝗔𝗹𝗼𝗿𝘀 𝗱𝘆𝗻𝗮𝗺𝗶𝘀𝗲-𝗹𝗲𝘀 ! 

Ajoute de la couleur,

Apprends-nous quelque chose, ",11,1
2023-09-03,Θέλω ένα τσιγάρο,@Byzance_cstyle,Entrain d’écrire des lettres de motivations pour des jobs comment c’est trop angoissant de se mettre en avant comme ça mdrrr heureusement que chatgpt m’aide,13,2
1970-01-01,Burga,@Official,"It's a Black Friday Sale at 
@BurgaOfficial
. Enjoy all your favourites at 25% OFF. Shop stunning phone cases, watchbands, laptop sleeves, notebooks, and more.",61,3
2023-09-07,Optima,@IAoptima,"Astuce trop souvent négligée:  

Si vous commencez à toucher à l'automatisation  (ex: Automa).  

Et que vous trouvez cela très compliqué, n'hésitez pas à vous aider de ChatGPT.  

C'est votre meilleur allié !",24,0
2023-09-19,M. Thibaut,@banzance,"#jaideàmafaçon : Ni chatgpt, ni wikipédia ne sont acceptables comme des sources crédibles à inclure dans la bibliographie ou la webographie d'un mémoire académiques. Chers tous, attention !",16,9
2023-09-12,Batman,@batmanxnv,"Tout ce dont vous avez besoin pour générer au moins 5000€ par mois avec TikTok :

ChatGPT : 20€/Mois
Midjourney : 10€/Mois
Elevenlabs : 1€/Mois
Captions 12€/Mois

Total : 43€/Mois

Vous avez un meilleur business ?",56,2
2023-09-05,IAdvisor - (Matt),@IAdvisorFR,"Évite de payer 20 $ pour ChatGPT+ avec ces 7 alternatives gratuites :

• Hugging Face
• Perplexity AI
• Forefront AI
• Bing Chat
• Claude 2
• Bard
• Poe",28,3
2023-09-28,NA,@Amirdbook,J’espère le créateur de ChatGPT est où sera au paradis InchaAllah,20,1
2023-09-08,Thomas | Ecosystème Emailing,@Thomas_Copy_,"""ChatGPT va détruire des milliers de carrières sur son passage""

Au contraire, c'est un incroyable assistant.

Je l'utilise tous les jours.

Les seuls qu'il va détruire, c'est justement ceux qui ne l'utilisent pas",13,0
2023-09-29,Maitre_koro OVERWORLD,@MaitreKoro,"Cela fait maintenant plusieurs mois que je développe une app Android à l’aide de Chat GPT et si ça vous intéresse (et même si ça vous intéresse pas), je vais vous faire un retour d’expérience pour tempérer ce qu’on peut voir sur X ces derniers mois, stay tuned",44,2
2023-09-06,Haspi,@haspidox,"Comment ne pas réussir sur X :

- Utiliser Chat GPT à outrance.
- Commenter """" sous les posts.
- Poster 3 jours sur 7.
- Faire trop de RT/FOLLOW.
- Ne pas apporter de valeur.
- Ne pas suivre 
@haspidox",25,1
2023-09-15,Jérôme,@JrCopywriting,"J'en peux plus des mails rédigés par ChatGPT

Fais ça 
Fais ça 
Fais ça 

Aucune humanité dans les écrits, 
Et certains écrivent comme ça sans l'IA (c'est encore pire...)",12,0
2023-09-16,JournéeDeM****,@JourneeMerde,"Les élèves ressemblent trop trop à ChatGPT, on leur a tellement dit qu’il fallait toujours répondre même quand ils savaient pas quitte à écrire des bêtises, et ChatGPT répond systématiquement aussi, il a une réponse à tout qu’elle soit bonne ou mauvaise, comme les élèves",41,2
2023-09-22,Fabien V,@Fabien_v31,"Je réalise que je suis incapable de demander le moindre truc à ChatGPT sans lui dire ""s'il te plait"" sans déconner ma mère a beaucoup trop bien fait son travail",246,12
2023-09-20,MONEY FACILE,@MoneyFacile_,"ptdr le plus triste...

c'est ceux qui écrivent des tweets sans chatGPT...

mais on a l'impression c'est chatGPT

et en plus ils ont ""Ghostwriter"" en bio :-( 

Vite qu'Albin sorte son programme, ce jeu est trop pollué",20,0
2023-09-15,Dr David Monniaux,@MonniauxD,"Ne dites pas : quelle horreur ! des textes ChatGPT publiés dans des revues scientifiques ! cela met en cause l'IA

Dites : on sait depuis des décennies qu'il y a des revues et conférences scientifiques bidons sans contrôle de qualité scientifique",56,10
2023-09-15,Bastien - Stratège 𝕏,@BastienWeb3,"L’IA va remplacer les mauvais créateurs de contenus sur 𝕏.

Le compte à rebours est lancé !

Il te reste exactement 3 mois avant que des centaines de concurrents débarquent sur ta niche et saccage tout avec Chat GPT.

Lance toi sur 𝕏 maintenant et prends de l’avance.",11,0
2023-09-22,duc de kuchent,@qu_sch,confession je n’ai jamais utilisé chatgpt,48,6
1970-01-01,Chat FTW,@ChatFTW,"Who do you think will win the fight between Miesha Tate  and Julia Avila?  

Ask ChatFTW, an advanced Sports AI: http://chatftw.com/?twclid=2-4v3eiapu2qaxyrfa8sta4yepx",75,3
1970-01-01,Prof2NSI,@NA,"Premier cours de SNT de l'année.

Avec une nouvelle classe de 2nde.

Une activité très simple de recherches.

Deux élèves lancent ChatGPT...

L'année commence bien...",20,0
2023-09-25,Dr David Monniaux,@MonniauxD,"Purée, mais les NFT c'est comme ChatGPT, quelle faune ça ramène..",49,2
2023-09-14,split,@parlemoulastb,ma pote elle connaissait pas chatgpt donc elle faisait son oral de bts sur l’ia snap mais qui est cette meuf finalement,14,0
2023-09-08,Claire Mathieu,@clairemmathieu,"Emmanuel Macron et ChatGPT : même apparence de rationalité, même plausibilité, même rapport à la vérité.",39,5
2023-09-24,Adam,@adamastery,"Les 5 outils pour passer à 5,000€ par mois sur Twitter : 

- Systeme io (Gratuit)
- Canva (Gratuit)
- Notion (Gratuit)
- ChatGPT (Gratuit)
- Tweetdeck (Gratuit)

Continuez avec vos excuses bidons on se retrouve dans 6 mois.",27,0
2023-09-12,MartinB,@6502martin,"Au cours des derniers jours, plusieurs articles dans les médias ont attiré l'attention sur la consommation d'eau des modèles de langage à grande échelle (LLM), tels que ChatGPT. Il semble que la population n'avait pas encore conscience de l'impact environnemental de ces nouvelles…",200,30
2023-09-08,TWZ,@tw2ezy,Vous avez de la chance j’ai pas eu ChatGPT quand j’étais au lycée,11,12
2023-09-25,je,@tchantchea,"J’ai une TL plus forte que ChatGpt.  Voici ce que j’ai pu récolter dans la liste des injures wallonnes (merci pour les contributeurs):

- bièsse, tchandèle, arrindjî, Tchandla, bèrnèssi, sotî, baraki d’ kermesse, gros cinsî, on d’mêji doux, ènnocint, moussî à sot, neûre bièsse,…",28,3
2023-09-19,Pierre,@PbjbP,"Palomba : ""J'ai essayé de faire écrire un article par chatGPT, c'était pourri.""
On peut voir ? #BrèvesDeSpace",10,0
2023-09-29,Meydeey - Automatisation,@meydeey,"""Lancer un biz coute trop cher""

CONNERIES 

Nom - Namelix (0€)
Design - Canva (0€)
Réseaux sociaux - Buffer (0€)
Rédaction - ChatGPT (0€)
Email - Brevo (0€)
Liens - Rebrandly (0€)
Automatisations - Make (0€)
Planification - Calendly (0€)
Paiements - Stripe (0€)",22,1
1970-01-01,GRTgaz,@NA,"GRTgaz est le premier transporteur de gaz en France. 
Pour accélérer la transition énergétique et notre indépendance gazière, nous transformons notre réseau pour acheminer l’hydrogène produit à partir de l’eau.",16,2
2023-09-07,Pigeon Gratuit - On mangera les riches,@Pigeongratuit,"Ajd, je m'offre un sandwich en terrasse.

À côté de moi, deux prof discutent.
L'un d'eux, prof d'histoire, explique à l'autre comment faire faire son cours par chat gpt.

Putain dude, j'espère que tu relis le texte avant de le donner aux élèves

. _.'",49,1
2023-09-13,Francois Lambert,@frank_sbr,On peut dire que la rentrée est officielle surtout pour les étudiants... #chatGPT est lent et surchargé,20,0
2023-09-26,Let’s Talk Astro,@letstalkastro,"ça me fait trop rire ma mère qui utilise des formules de politesse avec chatgpt 
les placement en virgo je suis toujours aussi fan",29,3
2023-09-28,Quentin AI,@Quentin_AI,"Ok écoutes moi attentivement,

Je peux augmenter de 60% tes chances de décrocher le job de tes rêves avec l’IA.

Avec 2 astuces :

• Bons prompts ChatGPT.
• Excellente méthodologie.

C’est sûrement ce qu’il te manque pour trouver ton job en Suisse",29,0
2023-09-25,je,@tchantchea,Wopitin chatgpt sait parler wallon ! Î sait pâler walon c’t’en tchandèle !,10,0
2023-09-13,Chief Bullshitness Officer,@Milizac83,"Je ne dis pas que mon métier est passionant, je dis juste que je suis en train de mettre chatgpt a genoux pour m'aider a faire tourner ce fichu fichier excel.",21,0
2023-09-25,Journal du Coin,@LeJournalDuCoin," Amazon souhaite investir 4 milliards de dollars dans Anthropic qui développe un concurrent de ChatGPT 

Un investissement qui pourrait ravir les victimes de l'effondrement de #FTX...

En effet, l'exchange avait investi 500 millions de dollars dans la jeune start-up en 2022.…",47,11
2023-09-20,Anne Mottet,@Anne_Mottet,Dites-moi que je suis pas la seule à dire “please” quand je demande un truc à ChatGPT…,32,1
2023-09-28,Didier Sampaolo,@dsampaolo,"ChatGPT est maintenant capable de te poser des questions quand quelque chose n'est pas clair pour lui, au lieu de pipoter une connerie au pif. Ça avance à grands pas.",17,0
2023-09-19,Clément Pessaux | Labisse,@labisse,Je me demande quand même si la plus grande révolution de Chatgpt c'est cette capacité a devenir un assistant pour coder... A titre perso ca dépasse toute mes attentes...,36,1
2023-09-21,Coin Academy,@coinacademy_fr," OpenAI présente l’intégration de DALL•E 3 dans ChatGPT, permettant du text-to-image.",149,21
2023-09-21,Margoulin,@L,"Un de nos profs veut qu'on lui rende nos mini-mémoires ET une version courte générée en donnant notre sujet en prompt à ChatGPT, je suis mort",27,0
2023-09-25,Matthieu | Outils IA,@outil_ia," C'est officiel, ChatGPT peut analyser des images !

Vous pourrez inclure des images directement dans vos prompts.

Voici 5 utilisations concrètes :",26,3
2023-09-10,Meryem Bent Hafid,@LadyGoule,"Á l’ère de l’iA, de Chatgpt, des RS, on croit que face à la puissance des catastrophes naturelles, tout doit être TOUT DE SUITE.",7,1
2023-09-22,Jean-Ri gol,@CentreJeanRiGol,"Tous les spécialistes du Covid et de l’Ukraine sont devenus des juristes spécialisés dans la liberté d’expression. C’est rigolo de lire leurs messages arguments sortis d’un chatgpt alcoolique.
Vivement la prochaine coupe du monde, qu’ils redeviennent entraîneurs de foot.",26,0
2023-09-27,Marie-Aude,@lumieredelune,"ça vous dit une comparaison ""brut de décoffrage"" entre une ""interface IA rédactionnelle"", chatGpt, et un article écrit de mes blanches mains, le tout sur le même sujet ? Ou comment développer son cocon sémantique :D",13,1
2023-09-09,Enrajé,@enraje,"On a demandé à ChatGPT un rap sur la supply chain au boulot, la blague a dérivé et je me retrouve à composer un petit beat, un collègue va poser son flow dessus. Ça y est je suis perdu dans la start up nation,",10,0
2023-09-28,Jean-Marie CAVADA,@JeanMarieCAVADA,"La chasse est ouverte: l'auteur de ""Game of Thrones"" et plusieurs ecrivains portent plainte devant un tribunal fédéral de NYC. Ils accusent #OpenAI d avoir «pompé» leurs oeuvres pour entrainer #ChatGPT sans autorisation ni respect de leurs droits d auteurs. 1/3",2,8
2023-09-11,Sébastien Tronche,@S_Tronche,"Un ChatGPT entraîné à la langue de bois technocratique, ça donnerait Stanislas Guerini.",6,1
2023-09-02,LAURENCE HAIM,@lauhaim,P7 Thème à #Deauville au festival du cinéma américain : comment  reguler Chatgpt?,10,4
1970-01-01,The Rundown AI,@TheRundownAI,"If you’re not using ChatGPT, you’re falling behind.

Subscribe to our newsletter to instantly get our FREE Advanced ChatGPT guide:",2600,452
2023-09-05,Adam Bros,@adam_bros,On vivra dans une utopie quand il y aura une extension de ChatGPT pour résumer automatiquement les 134 messages non lus sur une conversation de groupe,41,2
2023-09-11,Corentin Benoit-Gonin,@Kocobe,"En mai dernier, une étude démontre que si on nourrit les IA génératives avec leur propre production, elles finissent par s'effondrer.
À l'heure des ChatGPT et des Midjourney qui répandent leurs créations partout, comment s'assurer que les IA n'empoisonnent pas leur propre puits ?",4,5
