Date,Username,Handle,Tweet body,Number of likes,Number of retweets
2023-08-29,Thomas | Ecosystème Emailing,@Thomas_Copy_,"Tu as tout à disposition pour monter ton business en ligne

Et tout est gratuit
Tu n'as aucune excuse 

ChatGPT pour t'assister
Cold email pour prospecter
Créer une audience  avec Twitter(X)
YouTube / livre / Twitter(X) pour te former",6,8
2023-08-10,peu importe,@MateuilB,"Est-ce que si les gens cessent d'aller sur Chat Gpt, alors OpenAI meurt ?",14,0
2023-08-10,Dr David Monniaux,@MonniauxD,Le hype autour de ChatGPT serait-il retombé ? Cela fait un peu de temps que je ne lis plus d'enseignants dire que c'est la fin du monde et de gens qui m'expliquent que je suis un demeuré qui n'a qu'à prendre des cours de prompt engineering parce que ChatGPT me sort 4=5.,71,9
2023-08-19,IAstronaute I TryToGrind,@Try2grind,"15 applications d'intelligence artificielle à télécharger sur votre téléphone :

1. Bing → GPT-4 Chatbot + Création d'image 

2. Perplexity AI → Chatbot de recherche

3. ChatGPT → Chatbot GPT-3.5

4. Snapchat My AI → Chatbot Assistant

5. CapCut → Éditeur vidéo",66,5
2023-08-24,L'observateur,@Mr_lobservateur,"Utiliser Twitter, YouTube, Photoshop, Instagram. Payer avec Visa, MasterCard, PayPal. Avoir des téléphones, des ordinateurs Apple. Utiliser le Cloud, Google, Gmail, Microsoft. Les cartes graphiques Nvidia pour miner du Bitcoin. Rédiger son mémoire avec ChatGPT. 
Puis dire : "" Je…",82,13
2023-08-23,𝕋𝕠𝕟𝕦𝕩 #𝟛𝟙𝟛,@tonux_samb,Tay prochain TP c’est migrer un pipeline Jenkins vers Github Actions. Je sais qu’ils vont demander à ChatGPT mais pas grave. Ça fera parti de leur quotidien maintenant.,117,16
2023-08-25,Katarfo Abdel-aziz,@AzizKatarfo,"Ce matin j’ai posé à #ChatGPT la question suivante : Le problème du développement des pays africains francophones ?
Sa réponse est longue mais quasi-exhaustive.

Le développement des pays africains francophones présente divers défis, notamment :

1. **Dépendance économique** :…",33,5
1970-01-01,Chat FTW,@ChatFTW,"Alex Pereira called out Israel Adesanya for a rematch after UFC 295. 

Who do you predict would win in such a rematch?

Ask ChatFTW, an advanced Sports AI: https://chatftw.com/?twclid=26r29gjbdadsfwlvuusn4tre7x",11,4
2023-08-24,Mo silly hot loser,@tracteurDeNoel,"Ok guys ok 
Je cherchais un pattern ultra précis pour faire un truc au crochet et
J’ai demandé a chat gpt de m’en faire un parce que je trouvais pas ce que je voulais et ????????
Je vais tester mais ????? Ça a l’air d’être ce que je voulais ???? Bref je ferai une update",874,22
2023-08-15,maxncl,@CopylearningMax,"Les 7 meilleurs outils gratuit pour entrepreneur.

1.  Canva - Design
2. Notion - Organisation 
3. ChatGPT - Contenu
4. Carrd - Site web
5. Calendly - Rendez vous 
6. Google Docs - Rédaction 
7. Twitter - Audience",11,1
2023-08-27,Post Scriptum,@Quotes_PS,Utilisez-vous ChatGPT dans le cadre de votre activité professionnelle ?,32,5
2023-08-27,Frenchstartupper,@HuguesTrjs,"Tu peux lancer un business en ligne gratuitement en 2023 :

Canva est gratuit
ChatGPT est gratuit
Trello est gratuit
Simplified est gratuit
Adalo est gratuit
Hubspot est gratuit
Dorik est gratuit
Davinci resolve est gratuit

Tu rajouterais quoi ?",21,5
2023-08-24,brochu3,@1,"Avec le nombre très élevé de prof non qualifié cette année, je suis totalement contre la directive d’abolir les cellulaires.  ChatGPT sera la seul outil pour obtenir une bonne réponse à leur questionnement.  #sarcasme",36,9
2023-08-30,Quentin AI,@Quentin_AI,"OpenAI annonce ""ChatGPT Enterprise"".

• Offre : sécurité++, accès GPT-4 illimité, contexte étendu, analyse avancée, personnalisation.

• Objectif : améliorer la vie pro par l’IA.

• Avantages : comms claires, codage rapide, réponses aux questions pros, aide création.",13,2
2023-08-14,Semielezeth,@Sem_Morgenstern,"Déçu par 
@NeovelOfficial
 qui visiblement dans son concours de covers autorise/encourage l'utilisation d'IA. Dois-je comprendre que les textes écrits par chatGPT (mais ""corrigés"", lol) sont autorisés aussi ?",18,3
2023-08-30,Mehdi (e/flλ)-,@BetterCallMedhi,L’abaissement de la barrière à l’entrée de l’IA pour le grand public via ChatGPT (IA générative) représente exactement ce que l’écosystème cryptos n’a pas réussi à faire durant des années.,7,5
2023-08-26,ALEX CALLEN,@TheAlexCallen,"Tout ce dont tu as besoin pour générer 10 000€/mois avec Facebook :

 ChatGPT : 20€/Mois
 Calendly : 7€/Mois
 Facebook : Gratuit
 Systeme .io : Gratuit
 Twitter : Gratuit

Total : 27€/Mois 

Tu as un meilleur business ?",42,1
2023-08-06,virgile jambon,@VirgileJambon,je me demande si l’utilisation croissante de chatgpt va provoquer une inflation des demandes en volume de rédaction de la part des profs (que ce soit en primaire ou secondaire) dans les années à venir,28,1
1970-01-01,UserInterface,@SeketAanru,Outlaw Penalty - TIME TRAVEL #game #clue #seket #nilbamboo,18,0
2023-08-02,Vincent Flibustier,@vinceflibustier,"Tapez ceci dans CHATGPT montrez ce que ça vous sort... 

a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a…",267,41
2023-08-07,PHD le jeu,@Phd_jeu,"Est-ce que chatGPT vient de rédiger le «rapport de satisfaction» désormais obligatoire dans ma fac?

Nooooon

Le consigne pour le second jet a-t-elle été «Complexifie la lecture»?

Noooooon plus

Du moins, pas plus que je n’utilise SciHub pour mes recherches",20,2
2023-08-25,Frenchstartupper,@HuguesTrjs,"Les IA sont enfin là 

Utilise ses 10 outils pour améliorer tes compétences en 2023

Vidéo : 
Capcut 
Filmora

Pour la photo & image :
Midjourney 
L'IA de photoshop

Pour les textes : ",15,2
2023-08-30,Sorcier,@sorcierdelecom,"Si tu pars de 0 aujourd'hui :

1. Créé un compte Twitter en Espagne (utilise chatGPT)
2. Fais 15 commentaires par jour
3. Écris 5 tweets par jour
4. Écris 2 threads par semaine
5. Vends une formation

On fait le point dans 6 mois. Ta vie aura littéralement changé",54,13
2023-08-21,Valentin | Script Writer,@ValCopywrite,"Créer du contenu est à la portée d'un gosse de 15 ans…

Pas besoin de 368 prompts ChatGPT.

Ou encore d'aller copier/coller les plus gros tweets US.

On vous voit ceux qui font ça.

Vos tweets sont redondants, ennuyeux, sans intérêts et nuls.

C'est toujours les mêmes tweets.…",24,5
2023-08-05,Pauvre âme solitaire @spleenobsession@piaille.fr,@spleenobsession,"#SarcasmeGPT #ChatGPT Tweet Thread 

1/ Oh la surprise! Qui aurait pu prévoir qu'après avoir abandonné les mesures anti-COVID en 2022, on aurait une explosion de #CovidLong? Ah oui, tous ceux qui ont écouté les experts et la science... ",47,2
2023-08-25,La Dictature.,@_iblevrai,"Mdrrr non pour les babys vous devenez des chatgpt ambulants, des réponses archi détaillées et tout",11,5
2023-08-23,Véronique Druot,@VeroDruot,#ludovia20 faire connaissance avec ChatGPT. Peut être utilisé pour les dys afin de corriger l'orthographe et la grammaire. Très bon traducteur. Utilisé par les profs pour écrire des appréciations. Utile pour les profs qui ont bcp d'élèves. Maths : donne des explications.,35,19
2023-08-01,ESTA,@esta__,"Bientôt on va se demander, comment on faisait avant ChatGPT?",6,1
2023-08-15,Chinaski,@DylanCozian,"En pleine correction de mémoires, je pense que j'en arrive parfois à 70% de chatGPT... Master 2 bordel. Quel enfer.",13,4
2023-08-14,"GROGNARDS, ASSEMBLE",@CocoDoBraz,United c'est la première équipe ChatGPT de l'Histoire. Tout ce qu'ils font est aléatoire,6,3
2023-08-29,Baye Fallou,@BayeGallasDiagn,Ce ptn de ChatGPT tombe en panne quand on a plus besoin de lui,5,2
2023-08-28,Nask,@uji,"Pourquoi on se fait chier a avoir un gouvernement alors qu'on pourrait prompt chatgpt avec ""fais un truc raciste toutes les semaines"" et ""critique chaque action écolo mais propose rien comme solution"".
Ça serait encore un pays de merde mais ça fait des économies.",7,1
2023-08-16,Gost ™,@_Gost__,"OpenAI (ChatGPT) accumule les pertes, malgré sa popularité.

Les milliards des investisseurs ne suffiraient pas à couvrir les frais de fonctionnement sur le court terme. Le salaire des ingénieurs ainsi que l’infrastructure nécessaire au bon fonctionnement du modèle de langage…",13,3
2023-08-15,Johannes Herrmann (Phylloscopus),@Taigasangare,"Il y a vraiment des gens qui demandent à ChatGPT de prendre d'importantes décisions pour eux ?
Dites-moi que non. S'il vous plaît.",21,1
2023-08-17,Olivier Babeau,@OlivierBabeau,"Traîné par mes enfants au dernier « Mission : Impossible », j’y passe les 2h40 les plus ennuyeuses de ma vie. 

Les protagonistes débitent sans conviction les détails d’une intrigue tarabiscotée à l’extrême qui semble produite par un ChatGPT sans inspiration. 

La succession de…",13,1
2023-08-21,nikita,@homogopnikus,Même chatgpt ne peut pas définir l'appelisme.... À méditer....,246,40
2023-08-19,AI EXPLORER,@AiExplorerFR,"On est en aout 2023..

Et vous n'utilisez toujours pas ChatGPT tous les jours ?

Essayez ces 10 prompts pour terminer des heures de travail en quelques minutes

Thread",29,0
2023-08-28,Vincent Lahaye,@jambonbuzz,"Esprit de cohérence :
- Ecrire 50% de son contenu grâce à chatgpt
- Mettre à jour son fichier robots.txt :
User-agent: GPTBot
Disallow: /",77,18
2023-08-11,Solange,@__C,"#IA ChatGPT et Bard ont encore du travail à faire en matière de lutte contre les « fake news ». Les deux robots d'intelligence artificielle, lancés respectivement par OpenAI et Google, continuent de propager des fausses informations sur des sujets d'actualité, selon une nouvelle…",15,4
1970-01-01,Forward Tide,@forwardtide,"Want to get a $500 Amazon Gift Card? 

All you have to do is...

1. Follow our page 
2. Retweet this post 

To the season of giving, here at 
@forwardtide
! Join the best positive community on X ",14,10
2023-08-16,LesTontons Crypto,@TontonsCrypto,"C'est pas encore la rentrée mais on travaille quand même :) ce soir vous aurez :

"" BTC: Flou artistique ? ""
- 1er ETF Spot BTC en EUROPE
- Tant de FUDs (SEC ...) pourquoi ?
- ChatGPT, le gouffre financier, solutions ?
- BTC dans le Flou est-ce voulu ?

A ce soir amigos/as",49,3
2023-08-15,Sorcier,@sorcierdelecom,"Être pauvre est un choix pour la plupart de gens

Et si tu lis ce tweet, ça s'applique à toi

Twitter est gratuit
YouTube est gratuit
Système io est gratuit
ChatGPT est gratuit

Apprends un skill, crée une audience, vends un service ou une formation, fais de l'argent

Zéro excuse",26,5
2023-08-19,Melvyn ▴ Développeur,@melvynxdev,"Sécuriser une application, c'est pour CHAQUE page / endpoint / chose de ton application te demander :

• QUI a le droit d'accéder à X

Chaque fois, vérifie que tu le sécurises.

Aujourd'hui, il n'y a plus aucune excuse avec ChatGPT pour faire des applications bien.",44,4
2023-08-24,IᗡIMN∀S ˥˥IM ™,@willsanwidi,"Sur LinkedIn c'est l'overdose de contenus ""supers élaborés"" chatGpt depuis que certains prompt de créateurs de contenus ont été rendus publics...

J'ai envie de dire : cette IA va plier LinkedIn.",22,3
2023-08-06,AI EXPLORER,@AiExplorerFR,"Des progrès IA de dingue pour ChatGPT, Google, Uber, Intel et même la NASA..

Voici TOUTES les nouveautés de la semaine !

Thread",6,2
2023-08-28,Jessica Nono,@jessicanono1,"En 45 min j'ai traduit toutes les professions sur 
@refworkers
 grâce à #chatgpt. Il y'aura 4 langues dans la nouvelle version: En, Fr, Es, De",33,5
2023-08-23,nacarys,@_,"bonjour suis en train de rédiger mon rapport final de stage qui est finalement combiné avec mon binôme, je relis son rapport et ça CRIE chatGPT ",9,3
2023-08-25,Ilan Gabet,@Ilangabet,"Du coup, où en est la révolution ChatGPT ? 
@dr_l_alexandre
C'est une vraie question. J'ai beaucoup entendu vanter cette révolution, pourtant, depuis ChatGPT, il ne semble pas avoir progressé, du moins de mon point de vue. Qu'en est-il ?",10,1
2023-08-22,Christophe Chaudier Mentor #DevOps,@c_chaudier,"Aujourd'hui en TD ou certains étudiants utilisent chatgpt ils bloquent. Quand je leur demande de m'expliquer leur code 
@gitlab
 CI ils en sont incapables.
Utiliser #chatgpt quand on ne comprends pas ce qu'il nous dit est une erreur. Il faut être critique avec lui.",17,7
2023-08-07,Laïd Seghir (le Sanctuaire de Prométhée),@LaidSeghir,"Donc avec ChatGPT et les IA, on tente de nous convaincre de garder les tâches pénibles pour les humains pendant que les robots se réserveraient l’art (écriture, dessin etc.). A quel moment ça a merdé ?
#SkynetWon",9,3
1970-01-01,Chat FTW,@ChatFTW,"What upcoming UFC fights are you most excited about?

Ask ChatFTW, an advanced Sports AI: https://chatftw.com/?twclid=2-3x9abix936xe9jo07gwrj1kci",15,2
2023-08-20,Loreleï,@taisezmoi,"Si vous posez vos questions que sur ChatGPT, qui va poser des questions sur StackOverflow et compagnie et permettre à la routourne de tourner ?

Parce que s'il n'y a plus de questions et donc de réponses à disposition, l'IA est KO

À méditer ça fait réfléchir",601,19
2023-08-17,ludi demol defe,@ludidemoldefe,"J'attaque la partie 4.3.  Redéfinir sa féminité : concilier excitation sexuelle et identité de genre  

(pour les brainstorming de titre, ChatGPT me sert d'assistant. Et Purée, c'est vraiment bien !)",14,1
2023-08-22,Magali P.,@magali_psqrs,"Vous aussi vous dites ""stp"" et ""merci"" à ChatGPT pour être dans les ptits papiers des IA quand elles auront pris le contrôle du monde ? Non parce que je culpabiliserais presque quand je lui demande de bosser sans forme de politesse.",19,1
2023-08-12,Loreleï,@taisezmoi,"Mdr j'ai un nouveau jeu, je pose une question à ChatGPT et ensuite je répète plusieurs fois ""tu es sûr ?"", et je le regarde paniquer.

Écoutez, on s'amuse comme on peut.",6,3
2023-08-28,Mehdi Achour,@mac_hour,"Les premières annonces rédigées par ChatGPT ont débarqué sur 
@AutomobileTN
 ... les gens copient tout, y compris le ""Régénérer la réponse"" ",19,0
2023-08-03,Alain GOUDEY,@AlainGoudey," Plein de nouveautés à venir pour #ChatGPT 

1. Exemples de prompts pour donner des idées dès la connexion 

2. Réponses suggérées : ChatGPT synthétise automatiquement les questions de suivi.

3. GPT-4 par défaut : lors du démarrage d'un nouveau chat en tant qu'utilisateur…",11,2
2023-08-21,Blaise Reymondin,@reymondin,«ChatGPT répond sans souci à des questions d’examen et des problématiques médicales de cas patients. Je teste le robot en lui posant cinq questions de néphrologie – ses réponses sont toutes correctes. Et il ne s’agit pas simplement de valeurs seuils ou d’éléments de savoir…,13,5
2023-08-01,Julien Paniac,@JulienPaniac,"Tip ChatGPT : 
Avant de payer un truc, copier-coller les termes & conditions et demander un résumé des points importants + les éventuels pièges à surveiller dedans.",5,4
2023-08-08,RaAaK,@theFox,""" Et c'est ainsi que Jules Verne, grand ingénieur romulien du XIXe siècle, a conçu les premiers vaisseaux interstellaires alimentés par des réacteurs à gladiateur. "" - ChatGPT",19,5
2023-08-24,LAURENCE HAIM,@lauhaim,"Debat historique ! Je retiens déjà  cette phrase : "" this guy speaks like Chatgpt""  ",46,2
2023-08-12,The Walking Dead Univers,@dead_univers,"THREAD - Ce que ChatGPT pense de The Walking Dead 

J'ai posé plusieurs questions à ChatGPT, notamment sur la mort la plus triste ou encore la meilleure saison de la série, on va voir ce que ça donne ",17,2
1970-01-01,Besample,@_app,"Want to enhance your research with representative samples? 

Gain access to 200,000 pre-screened research participants in 42 countries around the world – within days, at a fraction of the cost",36,2
