Date,Username,Handle,Tweet body,Number of likes,Number of retweets
2023-07-13,Docteur Laurent Alexandre,@dr_l_alexandre,"Pour concurrencer #ChatGPT Google vient de lancer #BARD 

La comparaison est cruelle : BARD EST NUL

GPT4 a une énorme avance sur l’IA de 
@Google
 

A quoi est dû ce flop de Google et est il rattrapable ?

Google vieillit et va mourrir 

Ou

Google va rattraper son retard ?",14,3
2023-07-08,Neil Jomunsi,@neiljomunsi,"J’ai quelques auteurs qui commencent à se servir de ChatGPT et de MidJourney dans leur travail, et c’est assez intéressant de les voir faire. Certains « discutent » avec pour faire émerger de nouvelles idées, d’autres génèrent des décors et des portraits pour visualiser.",14,3
2023-07-10,Clément Pessaux | Labisse,@labisse,"Faire du coaching (SEO, Discover ou Chatgpt) est vraiment la meilleure décision que j'ai prise depuis très longtemps. Le côté activable, rapide, interactif et la quantité de personnes rencontrées avec qui j'ai échangé sont une vraie cure de jouvence.",63,2
2023-07-09,Lucy Georges,@LucyMotherOf4,"Merci 
@Guillaume_Bigot
 pour cette  description si juste de nos dirigeants : 
""ventriloques de chatGPT et de MacKinsey"". 
@CNEWS",78,19
2023-07-11,grisou Stéph PFM,@grisou97160,"Vous voulez un conseil sur :
L'atome, le jardin, la lune, le plus petit village de France, l'eau, le moteur à explosion,  la vie sur mars... Vous pensez #ChatGPT  et bien non, c'est simplement 
@PhilConte4_0
. C'est pourtant simple. 
#BrevesDeSpace",15,3
2023-07-20,João,@KimJoaoUn,"me rendi demais, assinei o chatgpt plus",32,0
2023-07-20,Dr Thomas NΞNNINGΞR,@T_Nenninger,"Je constate avec stupeur et une pointe de consternation qu’il y a des gens qui ont des conversations prolongées avec des bots animés par chatGPT et explicitement identifiés comme tels, sans comprendre qu’ils ne dialoguent pas avec un humain.",35,2
2023-07-29,Jerome Colombain | Monde Numérique,@JeromeColombain,"Hello Twitter j'ai un code python qui marche (merci ChatGPT) et je voudrais en faire une webapp trrrrèèès facilement sans m'embêter et sans rien installer localement. L'appli est très simple (une entrée de data, une sortie). C'est possible ? Une idée ? Merci !",22,4
2023-07-06,Panna Cotta,@foutez_moi_la_p,Je viens de faire un post LinkedIn #inspirant en utilisant ChatGPT parce que turbo flemme de sortir un truc de mon cerveau (je suis bien trop fatiguée) et purée j'ai presque honte  (mais au moins c'est fait ),32,0
2023-07-01,Jauffret Régis,@regisjauffret,"Grâce à #ChatGPT on pourrait ouvrir des comptes Twitter bis de femmes et d’hommes politiques sur lesquels après chaque événement on posterait leurs futurs tweets avec dix minutes d’avance. Si, si…",7,3
2023-07-17,Jonathan Chan ,@ChanPerco,"Beaucoup de personnes postent des commentaires utilisant ChatGPT sur mes posts sur LinkedIn.

 C'est ridicule car je le remarque à vue d'oeil.

ChatGPT a tendance à parler pour ne rien dire en reprenant les éléments de la publication originale pour le meubler",71,5
1970-01-01,MS,@fromUS,"Check out the Best R&B '10s playlist on Spotify  https://open.spotify.com/playlist/4vzgVJrmVphcdy4ewdOlWW?twclid=2-4kzzyoyv5gu43xgmszj26aijw…

#RnB #spotifyplaylist",11000,1000
2023-07-13,Jean-Paul Oury,@JP_O,"#Bard est une IA bien supérieure à #ChatGPT, à peine né il a déjà lu Greta a tué Einstein et Greta a ressuscité Einstein et m'en a fait 1 résumé ... alors qu'à 6 mois l'autre continuait de délirer !  Peut-être que je vais l'employer pour rédiger Greta a pactisé avec Einstein^^",8,2
2023-07-27,Alain GOUDEY,@AlainGoudey," Sergey Brin, co-fondateur de Google, revient dans les bureaux de Google pour sauver les efforts d'IA de l'entreprise. Son implication dans l'IA de Google s'est accélérée depuis le lancement de #ChatGPT d'OpenAI. Il est maintenant présent dans les bureaux de Google en…",26,4
1970-01-01,oih_ana,@NA,"Voici 10 outils d'intelligence artificielle pour vous aider avec vos réseaux sociaux

1. ChatGPT - Partenaire de conversation IA
2. Ocoya - Gestionnaire de médias sociaux multilingue
3. Publier - Assistant complet des médias sociaux
4. Taplio - Constructeur de marque LinkedIn
5.…",42,7
2023-07-17,Jean-Marie CAVADA,@JeanMarieCAVADA,"Après 9 mois de lune de miel, #ChatGPT commence à atterrir dans la réalité : la tres redoutée #FTC americaine commence (enfin!) à fouiller dans #OpenAI, « mère »
du robot. Notamment, au nom des consommateurs, elle exige des informations sur les #données 1/2",49,15
2023-07-15,Raphaël Le Corre,@RaphaelLeCorre," Je remercie 
@pierrot2497
 sans qui je ne pourrais suivre ce #FCLUSC 

Mieux que ChatGPT : je pose une question, ça donne l’analyse tactique. 

Brillant de pertinence. 

Ça annonce une grosse saison de sa part sauf au quizz de 
@LaTavarn
 car 
@Chris_EGCF
 a décidé de lever le pied.",12,1
1970-01-01,Kaufman & Broad,@KaufmanetBroad,"#MardiConseil  | ""Parlons immobilier” - Avec une étiquette énergétique majoritairement A ou B, les logements neufs sont synonymes de respect de l'environnement et d'économies d'énergie. Un bon #DPE valoriser votre #patrimoine tout en réduisant son empreinte carbone. ",29,1
2023-07-21,Michel Levy Provençal,@mikiane,"En 9 mois, OpenAI a démontré deux choses. Elle est :
- la startup qui a créé le plus de valeur dans l’histoire en si peu de temps
- et en même temps celle qui en a détruit le plus en absorbant systématiquement son écosystème 

#ChatGPT #Schumpeter",16,3
1970-01-01,Thomasorus,@NA,"Une pensée pour tous ces fils de chiens de chefs d'entreprise et de managers qui, incapable d'écrire correctement un paragraphe et d'identifier un texte de qualité, forcent des ""formations chatGPT"" à leurs salariés spécialisés dans la rédaction pour ""augmenter la productivité"".",12,2
2023-07-05,Audrey Tips,@audreytipsfr,"#SEO  9 erreurs à éviter en référencement naturel
 Ne pas utiliser le ChatGPT
 Optimisation excessive du texte
 Manque de suivi dans le temps des meilleurs articles
 Oublier d’envoyer du trafic sur la page de manière régulière
.
#contentmarketing 
 
@conseilsmkg",7,2
2023-07-07,Statista FR,@statista_fr,Plus de 30 millions de personnes se sont inscrites sur #Threads en moins de 24 heures. L'alternative à #Twitter lancée par Meta a réussi à franchir la barre du million d'utilisateurs en 1 heure seulement. L'appli de microblogging a ainsi pulvérisé le record de ChatGPT.,13,19
2023-07-30,Barbie Pras,@Praska,"Je viens de planifier un itinéraire avec pause sur chatgpt, hyper efficace, il m'a même conseillé des endroits que je connaissais déjà , on a discuté pour trouver la bonne pause .
Après il m'a dit de manger a une crêperie , qui existe pas. On dirait moi qui suggère des bons plans",13,0
2023-07-18,Romain Burrel,@RomainBurrel,"Cher 
@SNCFConnect
, quand ton train à 26 min de retard et me fait rater ma correspondance. Que du coup, je me cogne 2:30 de retard à l'arrivée à ma destination et que ton site garantie30min, aussi sympa que ChatGPT, me dit ""y'a pas de retard"", je t'assure on a envie de tout casser",26,1
