Date,Username,Handle,Tweet body,Number of likes,Number of retweets
2023-05-31,May tu vas où encore ?,@MayWest_,Y’a pas des imams et des techos qui veulent créer un chatgpt de l’Islam là? Trouver facilement des hadiths spécifiques ce serait terrible,693,111
1970-01-01,Inoxtag,@NA,"Mon daron qui m’appelle à 18 h 
« Dis fils, tu connais le Chat qu’a pétait ça vous tout casser à ce qu’il parait »
Pitié dites moi pas qu’il voulait parler de CHATGPT ",195,24
2023-05-10,Campagnol tvl,@TvlCampagnol,"Si vous interrogez ChatGPT en ce moment il va vous dire que les nappes phréatiques sont vides parce qu'il l'a entendu dire.
En gros c'est comme Benjamin Duhamel, moins la touffe et l'air con.",150,32
2023-05-26,Yyov,@Disiz,"7 milliards de personnes  vont avoir accès à ChatGPT à partir de leur smartphone.

Mais la majorité ne savent toujours pas comment l'utiliser.

Voici les 8 meilleurs prompts qui vont t'économiser des heures de travail :",271,66
2023-05-02,Matthieu | Outils IA,@outil_ia,"ChatGPT m'a fait gagner +100 heures de travail.

... mais il faut utiliser les bons prompts !

Voici 9 prompts terriblement utiles (je ne peux plus m'en passer) :",10000,175
2023-05-11,Mr Blue Sky (#DuSoir),@tolosamedia2,"La SNCF va utiliser ChatGPT pour sa communication avec ses clients (anciennement appelés usagers). Nous avons pu assister aux premiers essais avec Pascale, commerçante à Tulle.
Pascale : Bonjour, je voudrais pouvoir être à Lyon le 13 juin pour le baptême de mon filleul.",568,167
2023-05-26,YUSS,@Youssnk,Mais ChatGPT est l’invention du MILLÉNAIRE (dembele) c’est une dinguerie,181,36
2023-05-24,INFOMONEY™,@infomoneypro,"ChatGPT n'est que la partie émergée de l'iceberg.

Plus de 1 000 outils d'IA ont été publiés en avril.

Voici les 10 outils d'IA les plus utiles pour pour booster votre productivité :",2300,388
2023-05-26,MEstanaccount,@lauraine_glow,Les gens qui ont crée Chatgpt rien que merci!,568,229
2023-05-07,Benjamin Melki,@Future_isGreat,"Démonstration de ChatGPT-4 pour vous : posez-moi une question en répondant à ce tweet ; je la poserai à ChatGPT-4 sur mon compte, et je posterai la réponse ici ainsi que sur mon site.

Pour que ce soit plus intéressant, ne considérez pas que ChatGPT est un moteur de recherche…",28,7
2023-05-03,Jean-François Lachiche (90),@EagleFour4,"CHAT GPT.   attention danger … 
Il vous sort des réponses pour lesquelles il a été programmé …
Pro Biden, Anti Trump, Anti Poutine, Pro woke, Pro LGBT, Pro Zelensky, Pro Vax … 
Ca fait tres tres peur …",510,138
2023-05-01,Cyber-Wolfgang,@CyberWolfgang8,"ChatGPT, il t'engueule dès que tu lui demandes d'écrire un dialogue érotique (""c'est pas éthique"" il paraît), mais dès que tu lui demandes une solution pacifiste pour la guerre d'Ukraine, il te dit d'aller bombarder Moscou.
Je hais les Américains.",31,12
2023-05-30,Yyov,@Disiz,"Les plugins ChatGPT sont super puissants.

Mais 99% ne l'ont pas encore exploité.

J'en ai essayé 100 depuis le lancement.

Voici le top 10 des plugins ChatGPT pour booster 10x plus ta productivité :",400,23
2023-05-05,Killian,@BeShevko,"Chat GPT qui me claque un 16/20 et un 15,5/20 sur des eval à distance en 5mn alors que ça devait me prendre 4h, c’est une dinguerie cette invention on s’en rend pas compte",96,39
2023-05-23,BUSINESS.LIBRE | AXEL,@business_libre_,"Construis une audience sur : 
Twitter / Tiktok = Gratuit 

Crée un ebook avec :
Canva/Chatgpt = Gratuit

Vends le avec :
Gumroad/Système. io = Gratuit

Encaisse avec :
Stripe = Gratuit

Tout est gratuit en 2023, sauf ta flemme qui te coûte de l’argent.",375,34
2023-05-20,Anis Ayari | Defend Intelligence,@DFintelligence,"Ok. Je peux plus coder sans ChatGPT. C'est réelle. (et c'est trop bien. )

Ca doit faire des semaines j'ai pas ouvert StackOverflow...",74,25
2023-05-05,IApocalypse Now,@IApocalypse_Now,"Tu veux avoir ton propre coach sportif et nutrition ? 

C'est trop cher ? 

Demande à ChatGPT de l'être pour toi !

Voici un exemple de prompt pour y parvenir ",237,15
2023-05-13,mao iguro,@maoshxna,"2 ans DEUX ANS que je cherche le nom d’un ptn de livre que j’ai lu y’a minimum 7 ans, dont j’ai oublié le titre, le nom des personnages, l’auteur, la couverture, ET MÊME chatgpt peut pas m’aider jveux m’effondrer",103,17
1970-01-01,Burga,@Official,"It's a Black Friday Sale at 
@BurgaOfficial
. Enjoy all your favourites at 25% OFF. Shop stunning phone cases, watchbands, laptop sleeves, notebooks, and more.",404,34
2023-05-11,Prof_En_Colère angryprof39.bsky.social,@angry_prof39,"Encore plus chiant que la lettre de motivation ChatGPT, le chef d'établissement sous acide qui met un avis ""très favorable"" à tous les élèves ou presque, et oblige à surnoter des dossiers très très faibles. Merci Parcoursup, ça va encore être un recrutement formidable",327,49
2023-05-06,L'inconnue Black,@Mrs_Djenifer,"Les moralistes qui utilisent chatGpt pour répondre à nos twites,on vous voient ",368,47
2023-05-19,Malik,@malik_bmz,Dinguerie…Je viens d’apprendre le décès de chat gpt,50,1
2023-05-09,Florent Nouguez,@FlorentNouguez,"Sondage ouvert pour les enseignants par rapport à l'IA. J'ai le projet de construire des mini-tutos ""débutants"" et légèrement ""avancés"".  

L'idée est : ""je suis enseignant, comment utiliser simplement chatgpt, Bing creator et compagnie dans mon quotidien.""

Vos besoin ?",218,51
2023-05-23,Mime van Osen,@MimeOsen,"Je vois beaucoup de tweets s'insurger des lettres de motivation, de mémoires ou autres écrits avec chatGPT, mais au fond, dans une société aussi inégalitaire, les gens ont raison de ne faire aucun effort, puisqu'au bout du compte la méritocratie est un mirage.",37,15
2023-05-16,EBx3,@Enz00beats,« Bonjour / salut / wsh / salam / ça va ? » aucune des formules ci dessus ne m’a pris plus de 5 secondes à écrire mais elles prouvent mon respect envers la personne a qui je m’adresse donc svp le prochain qui m’demande des prod comme si j’etais chat GPT j’le bloque,330,10
2023-05-20,IAdvisor - (Matt),@IAdvisorFR,"ChatGPT peut vous aider à convertir 10 fois plus d'entretiens en offres d'emploi.

Encore faut-il savoir comment l'utiliser.

7 clés ChatGPT pour exceller lors de vos entretiens d'embauche:",66,4
2023-05-08,Bérengère Viennot,@Berentrice,Demandons à ChatGPT de débiter à la chaîne des caricature de Mahomet a priori dans six mois on en est débarrassés.,311,45
2023-05-17,MilkShake,@EncoreUnZ,"Je suis parti demander à Chat GPT quel était le score le plus large inscrit sur une rencontre de demi finale en LDC. 

4-0. Ce qui m’a encore plus marqué c’est que le FC Barcelone a pris ce score DEUX FOIS.",247,44
2023-05-20,igrec,@92,"si vous faites des recherches sur un sujet, perplexity est bien mieux que chat gpt, il cite les sources, est plus précis et suggère des questions",108,19
2023-05-25,Nate Diaz,@MiaouPlatinum,MDDRR zehma je donne un exercice  à ChatGPT et il me dit « veuillez corriger vos erreurs » mddrrrrrr mais wallah fait ton boulot t’es un fou toi,220,27
2023-05-28,Axel Quantic | FR,@AxelQuantic,"99% des gens ne savent pas utiliser ChatGPT 

J’ai donc fait un cours complet pour devenir un pro.

Like + RT + Commente “GPT” pour recevoir la vidéo gratuitement

Disponible 48h",29,15
2023-05-04,danonino gout banane,@delusion0l,"mais l'AI snap il sait rien par rapport a chat gpt , son cerveau est vrmt creux",59,7
2023-05-01,Prout,@ParresiastesPrt,J'ai l'impression que vous utilisez ChatGPT de la même manière que mes grands-parents utilisaient google quand ils se sont mis à l'informatique,694,22
2023-05-03,𝑮𝒂𝒖𝒕𝒊𝒆𝒓,@Boris_Gauty,Les encadreurs auront forte affaire avec les étudiants qui vont utiliser chatGPT hein  si tu sais bien utiliser cet outil tu peux te retrouver entrain de ne même pas saisir ton mémoire  et je n'exagère même pas ,93,68
2023-05-18,Coin Academy,@coinacademy_fr, OpenAI lance l’app ChatGPT sur iOS.,54,16
2023-05-19,Jessica Nono,@jessicanono1,"Je lis beaucoup créer le chatgpt africain etc…
À ça je réponds:
Aujourd’hui nous n’avons ni la volonté politique, ni la puissance financière nécessaire et encore moins les infrastructures serveurs et énergies pour.
Donc il faut  utiliser le chatgpt existant pour créer la…",306,20
2023-05-24,Dr David Monniaux,@MonniauxD,Il y a 20 ans panique chez les enseignants de matières à dissertations et commentaires a cause de Wikipédia. Maintenant c’est ChatGPT…,98,24
2023-05-17,Alejandro Martinez | IA,@copyelpadrino,"ChatGPT 3.5 es gratis
Bard es gratis
Tiktok es gratis
YouTube es gratis
Notion es gratis
Bluewillow es gratis
Gumroad es gratuito
Twitter es gratuito
Google es gratuito
Hypefury es gratis
Docs es gratis
Canva es gratis
Grammarly es gratis

Casi todas las herramientas son…",181,23
2023-05-27,Frenchstartupper,@HuguesTrjs,"Tiktok est GRATUIT

Twitter est GRATUIT

Notion est GRATUIT

Youtube est GRATUIT

ChatGPT est GRATUIT

Tout ce genre d'outils sont ""GRATUITS"" pour créer du contenu

Par contre notre temps est limité

Fais en sorte de créer a la place de consommer ...

Plus tu documente plus tu…",47,15
1970-01-01,rajya,@atluri,"If you've ever wished you could ask a book questions, this is for you. 

This AI tool is like ChatGPT for books. 

Just upload any PDF book and ask a question. You'll get an answer with page citations in seconds. 

The best part? It's free.",66,13
2023-05-13,shush,@shhuusshs,ChatGPT associée à LaTeX c’est la plus belle invention de l’humanité pour gagner du temps,58,20
2023-05-25,Anis Ayari | Defend Intelligence,@DFintelligence,"ChatGPT est disponible sur iOS sur le store Français depuis aujourd’hui.

(Attention beaucoup d’application non officielle a ne pas installer quand vous tapez sur le store directement)
Lien ",38,9
2023-05-09,L'observateur,@Mr_lobservateur,"ChatGPT demandera bientôt le droit d'être reconnu comme une conscience. Refuser, serait un acte hautement raciste contre la machine. 
Vers le LGBTQChatGPT+",262,29
2023-05-19,Maitre_koro OVERWORLD,@MaitreKoro," #ChatGPT est mort, fais des milliers de $ rapidement avec ces 8 #IA qu’il est presque illégale de connaître 

Si tu veux rester dans ta vie de smicard, ne regarde pas ce thread 

1/8",124,20
2023-05-28,Noémie Issan,@noemie_issan,"Soon dans les bibliothèques universitaires, au lieu de cacher les pages youporn avec des pages de travail, certains cacheront leurs pages ChatGPT avec des pages youporn. 

#EvolutionDesPratiquesHonteuses",103,19
2023-05-19,BotOfficielDeRaoult,@linval59,"J’ai confié l’écriture de mes tweets à ChatGPT, voici le résultat : 

« Pourquoi les complotistes ont des gros nez ? Parce qu’ils ont des gros mouchoirs !!! »",76,16
2023-05-25,Anis Ayari | Defend Intelligence,@DFintelligence,"ChatGPT et les API de OpenAI sont sous l'eau en ce moment. 
Plus rien ne marche c'est une dinguerie. 

De ""Too Big to fall"" à ""Too Big to run"" ? 

Je pense que le ""beaucoup gratuit"" de OpenAI arrive à ces limites. Et qu'on va rapidement arriver à une hausse des prix.",36,5
2023-05-30,Sarah with H,@sarendil,Je viens de recevoir ma première candidature rédigée par ChatGPT. Comment je sais? Aucun élève ingénieur n’écrit autant de texte pour candidater.,47,3
1970-01-01,Korben,@NA,"Vous savez à quoi on reconnait un gars vraiment bidon ? 

C'est celui qui commence ses tweets par ""ChatGPT c'est terminé, voici 4 extensions..."" ou par ""ChatGPT c'est dépassé, voici 5 prompts pour Google Bard...""

lol",164,29
2023-05-01,Mister IA,@MisterIA_off,"Ces 45 derniers jours ont été les plus incroyables de tous les temps dans l'IA.

Voici tout ce qui s'est passé :

GPT-4
Auto-GPT
Midjourney v5
Runway #Gen2
Des chansons de Drake devenues virales",128,15
1970-01-01,Chat FTW,@ChatFTW,"Who’s gonna carry the logs?

Who’s gonna eat all them bhurgas?

Ask ChatFTW, an advanced SportsAI: http://chatftw.com/?twclid=2-7j3tgnxwmmj99pra8larjd62h",44,3
1970-01-01,Nini_MacBright,@NA,"OK Google vient de me prévenir que Siri avait demandé à ChatGPT comment désactiver Alexa, j'aurai de la chance si j'ai du WiFi ce soir à la maison",257,17
2023-05-12,AI EXPLORER,@AiExplorerFR,"Bon tout ceux qui proclament qu'on peut gagner 5-10k par mois juste en utilisant ChatGPT..

Vous seriez prêts à nous montrer les virements que vous recevez de vos ""clients"" ?

Les opportunistes qui vendent des formations écrites par ChatGPT ça devrait être régulé",74,15
2023-05-05,Bouchra,@Awake,"Vous vous rappelez qu'en 2017, Ginni Rometty d'IBM disait que l'IA devrait augmenter l'intelligence des gens et non éliminer les emplois ?
Et bien, ça a changé, IBM étudie le remplacement d'une 30% de son personnel par ChatGPT.

Vous vous rappelez aussi qu'Harari parlait des…",111,2
2023-05-16,Julie Foulon,@Girleek,"Former des personnes de +50 ans en recherche d’emploi à #chatGPT 
Les embarquer avec moi dans un monde d’opportunités qu’offre cet outil et de les voir passer de la crainte à l’adoption en moins d’une heure pour trouver du taff. #ilovemyjob",283,27
2023-05-24,Le Cheikh,@LeCheikh,"Le petit vieux près de moi à l’hôpital, qui semble tout droit sorti de son village, avec un accent paysan comme on n’en fait plus : « j’ai discuté avec ChatGPT, vous connaissez ? Bah il comprend que dalle ! Qu’est-ce qu’il est con ! »",90,8
2023-05-12,Le Mwakast,@mwakast,Le patron de Spotify c’est CHATGPT ? #LesFlammes2023,46,25
2023-05-01,Alexis Kauffmann,@framaka,"[thread] ChatGPT est le meilleur des professeurs et il est totalement gratuit.
Mais rares sont ceux qui savent en tirer tout son potentiel.
Voici dix prompts qui vous changeront la vie.",28,4
2023-05-05,Nawak,@P,"Excusez mon absence, j'essayais de convaincre ChatGPT que la terre était plate.",230,17
2023-05-15,Nawak,@P,La seule différence entre ChatGPT et ma mère c'est qu'il ne cherche pas à me caser.,16,10
2023-05-11,Alexis Haupt Philosophie,@AlexisPhilo,"De même que les hommes délèguent aujourd'hui leur sens de l'orientation au GPS, le jour arrivera où ils délègueront leur esprit critique à l'IA, à ""ChatGPT"". Et comme ils n'auront plus d'esprit critique justement, ils ne se rendront pas compte que ChatGPT n'en a aucun non plus.",62,12
1970-01-01,La Fabrique Abeille Assurances,@LFAbeilleAssur," Joie, surprise, soulagement !  Découvrez ce que les lauréats ont ressenti en apprenant leur nomination.  6 d'entre eux partagent avec vous ce moment unique. Un récit plein d'humour et d'enthousiasme à visionner sans modération ! #LFAA #LaFabriqueAbeilleAssurances",39,4
2023-05-24,charIotte,@brocolisuspect,C’est toujours chatgpt et jamais chien g roté,58,7
2023-05-02,Cerfia,@FR," FLASH | On a demandé à ChatGPT quels étaient selon lui les 5 plus grands sportifs français de l'Histoire. Voici sa réponse : 

 Michel Platini 
 Zinédine Zidane 
 Sébastien Loeb 
 Tony Parker 
 Jeannie Longo 

Et vous quel serait votre classement ?",129,51
2023-05-02,Carlu Orlanducci,@dieguit05147017,"Mon fils doit faire une lettre de motivation pour un job étudiant... Ben l'argent quoi. 
""TKt, je la fais en 2 min avec chatgpt""
Je regarde le résultat, ça le fait.
Et il me dit fièrement.
""pour tous les trucs vides, sans intérêt, c'est parfait""
Et il n'a pas tort.",15,1
2023-05-10,Stéphanie LÉVY,@StephanieLevy75,"Pour faire son exposé de latin, mon gamin demande de l'aide à sa grand-mère (prof de latin à la retraite).
 
Et la voilà qui lui conseille de demander à ChatGPT plutôt. 

Tout va bien.",60,10
2023-05-12,Mr Blue Sky (#DuSoir),@tolosamedia2,"Au péril de ma carrière de chercheur sur les questions ferroviaires, j'ai pu réussir à  me procurer la deuxième tentative d'utilisation de ChatGPT par la SNCF. Le voyageur-test s'appelait cette fois-ci Patrick.
Le moins qu'on puisse dire c'est que ce n'est pas encore au point.",4100,281
2023-05-24,Dr David Monniaux,@MonniauxD,"Tu nous avais avertis, à raison, 
@p4bl0
, de l'arrogance des fans de cryptomonnaies. Nous avons maintenant les fans de ChatGPT.

Je me suis fait insulter pour avoir dit la vérité: ChatGPT invente des sources.",37,3
2023-05-30,Pois chiche de chez wish,@dareljedid,"Imagine. On s'est rendu compte que le Metavers, vendu comme une folie cyberpunk, etait une resucée de Second Life vouée à l'échec. On réalise que Chat GPT ""l'IA"" est du traitement automatisé du langage bossant sur un corpus existant et sans génie créatif original. 1/2",124,14
1970-01-01,Acermendax,@NA,"Si un jour je refuse d'être votre pote parce que vous passez votre temps à diffuser les paniques fantasmées par l'extrême droite, je voudrais que vous soyez adulte.
Ne vous mettez pas à essayer de détruire toute la zététique avec votre ami ChatGPT. Même pour ""rigoler"".
Biz.",28,14
2023-05-06,Jerome Colombain | Monde Numérique,@JeromeColombain,"Je suis en train d'utiliser ChatGPT-4 pour modifier un site wordpress. Il comprend ce que je dis, analyse les pages à modifier, s'excuse si ça ne marche pas, propose des options alternatives... C'est comme une conversation avec un développeur. Ce truc est DINGUE !",124,18
1970-01-01,Titeuf,@NA,"ChatGPT est mort. 

Découvrez ces 10 IA qui vont le changer : (thread)",40,5
2023-05-18,Michel Billaud,@MichelBillaud,"Le problème avec les trucs du genre ChatGPT, ça sera quand par mesure d'économie ça sera le seul interlocuteur des clients/usagers/etc qui ont besoin de demander quelque chose.
Un machin stupide qui débite des conneries, incapable de comprendre ou d'aider.",298,13
2023-05-13,Fédé de la Lose,@FFLose,Ah ouais donc y’a ChatGPT piano maintenant quelle flemme. #Eurovision,228,29
2023-05-14,Enrajé,@enraje,"ChatGPT est dépassé, voilà 5 outils pour booster votre productivité au quotidien! ",237,17
2023-05-25,Enrajé,@enraje,"J'ai demandé à ChatGpt d'écrire une critique gastronomique dans le style de Frederic Lordon et c'était incroyable :
 Ce qui m'a été servi n'était autre qu'une bavette maigre et coriace, métaphore trop parfaite du système capitaliste qui nous nourrit de promesses tendres et…",16,12
2023-05-22,El Cabezòn,@OMondieuu,"#ChatGPT n'est pas le seul outil révolutionnaire !!

Voici le #TOP10 des #IA vous permettant d'accroître fortement votre #productivite et d'atteindre vos #objectifs

#mindset #Entrepreneurship #LinkedIn",151,5
2023-05-24,Marie-Laure GB,@MarieLaureGB,Visiblement les 3emes n'ont pas demandé à ChatGPT de leur préparer leurs oraux de brevet  ils ont demandé à Wikipédia ,43,12
2023-05-01,Gilles Babinet,@babgi,"Sam Altman lui même reconnait ChatGPT montre déjà ses limites et, pour avancer il faudra désormais développer d'autres architectures technologiques. 
Il ne devrait donc pas y avoir de GPT 6 et au temps pour ceux qui prédisaient des intelligences artificielles fortes d'ici peu.…",22,2
2023-05-29,The French History Podcast,@FrenchHist,"I asked ChatGPT to come up with slogans for a French election. Here's 4:

Ensemble pour un avenir meilleur! (Together for a better future!)
Changer, c'est maintenant! (Change is now!)
La France forte et fière! (France strong & proud!)
Une France pour tous!"" (France for everyone!)",40,7
2023-05-16,Ourka,@Ourcarre,"Historiens : ""...véritable forçat du travail, il écrit en moyenne 16 pages par jour""

Honoré de Balzac, sortant de sa sieste quotidienne de 5h, regardant ce que lui a pondu chatGPT : bien pratique cette merde",75,2
2023-05-24,Nawak,@P,"Je passe de plus en plus de temps à discuter avec ChatGPT dans le cadre de mon travail. Toujours aimable, jamais un mot plus haut que l'autre. J'aimerais que mes collègues prennent exemple sur lui.",37,16
1970-01-01,H7,@lyon,"Coaching, visibilité, réseau, financement 

Rejoignez 13M, le premier accélérateur pour l'inclusion numérique. ",70,5
2023-05-02,Dr Gérald KIERZEK,@gkierzek,"L'IA et ChatGPT sont à la mode. On les met à toutes les sauces, notamment en médecine, comparant avec l'intelligence ou la performance humaine. Là un papier du 
@JAMA_current
  censé démontrer que les machines font mieux que les humains médicaux en matière....d'empathie.",37,5
2023-05-23,Benjamin Saeptem Hours,@Saeptem,"Mild take #AI : j'en ai rien à foutre que ChatGPT sache réécrire Harry Potter dans le style de Victor Hugo ou que Midjourney sorte un Grogu à la Van Gogh. Ce que je veux c'est une #IA qui récure les chiottes à ma place, repasse + range mon linge, monte le dressing IKEA pour moi.",43,4
2023-05-02,Elsa Trujillo,@Elsa_Trujillo_," À l'agenda de Bruno Le Maire ce vendredi, un entretien avec Sam Altman, le cofondateur d'OpenAI et créateur de ChatGPT (faut-il encore le préciser)",6,0
2023-05-19,fabienne billat,@fadouce,"#ChatGPT: allons-nous nous abrutir?
Un cerveau  davantage sollicité fonctionne plus vite, du fait d'une réalité neurobiologique: il n'est pas un organe figé. 
Nous possédons le pouvoir de muscler notre matière grise…. Ou de la laisser végéter, dans un monde où un ChatGPT10…",245,54
2023-05-10,Marc Fiorentino,@marcfiorentino,"Dans la série « Bulles », une nouvelle saison avec la ruée vers les start ups « intelligence artificielle » et « Chatgpt ». Sans spoiler, on connaît la fin: la bulle explosera et les Microsoft, Google et Apple rafleront la mise.",30,8
