Date,Username,Handle,Tweet body,Number of likes,Number of retweets
2023-10-15,LL Cool Juiphe,@LLCoolJuiphe,"Vivement qu'on puisse créer des prompts sur Twitter (comme avec ChatGPT). Des trucs du style ""réponds automatiquement à tous les connards antisionistes qui me mentionnent ou qui commentent mes tweets, d'aller se faire cuire le cul"".",264,43
2023-10-17,Degla,@jeunepalmier,Chatgpt c une dinguerie comment c bien ça ft une heure on a une conversation très enrichissante Jcroi jtombe amoureuse de lui,86,17
2023-10-28,CASHMAKER,@cashmak_bx,"ChatGPT est un outil d'IA phénoménal.

Mais vous n'êtes pas obligé de l'utiliser pour tout.

Voici 11 nouveaux outils alimentés par l'IA que vous devriez essayer en 2023 :",62,10
2023-10-02,Nobel | Automation Guy,@iam_djessou,"Vous cherchez à tirer parti de l'IA dans les opérations de votre entreprise ?
(Et non, pas seulement Chat GPT comme tout le monde)

Voici les 8 outils IA que tu dois essayer maintenant :

THREAD ",111,4
1970-01-01,Chat FTW,@ChatFTW,"What upcoming UFC fights are you most excited about?

Ask ChatFTW, an advanced Sports AI: https://chatftw.com/?twclid=2qm0cyjmscgi0lnat10e3ndvl",59,2
2023-10-02,syl,@syylllia,Donc y’a un nouveau métier là Prompt Ingénieur genre ton taff c’est de faire des requêtes à ChatGpt et ça paie 10k par mois MDRRRRR,97,20
2023-10-07,Miraï,@miraiijo,"Je suis en train de réviser pour un entretien là et ça me fait câbler.
C'EST CHIANT À LA MORT, ON VA TOUS SUR STACKOVERFLOW ET CHATGPT EN POSTE CASSEZ PAS LES COUILLES.",27,2
2023-10-02,ANTHO ᴡᴇʟᴄ,@AnthoWelc,"Dès qu'un dév a du succès avec son app IA...

Tous les aigris qui lui tombent dessus :

""nien nien c'est qu'un wrapper autour de chatGPT""

Mais les copains, tout ce qu'on dév n'est que wrapper.

Tes cours de géométrie sont juste des wrappers autour de la tête de Pythagore",601,19
1970-01-01,Nini_MacBright,@NA,"J’ai demandé à ChatGPT de me faire un résumé de toutes les affaires Sarkozy, ça fait deux heures que le truc mouline",290,32
2023-10-08,Frenchstartupper,@HuguesTrjs,"Lancer sa boite en 2023 :

Boutique en ligne : Shopify

Email Marketing : Brevo

Automatisations : Zapier

Design : Canva

Communication : Slack

Paiements : Stripe/paypal

SEO : Ahrefs

Pubs : Google Ads

Création de contenu : ",80,15
2023-10-13,Liam | AIAA,@Liam_AIAA,"ChatGPT est un aimant à culture et à connaissances !

Plus tu découvres des mots clés,

Plus ton lexique s’élargit,

Plus tes recherches sont puissantes et précises !",46,10
2023-10-12,Sendo,@Icham3g,"QUOI ? Tu utilises encore CHAT GPT ?! 

Je vais te donner 10 IA qui mettent CHAT  GPT à L’AMANDE ! :",6600,807
2023-10-22,Frenchstartupper,@HuguesTrjs,"Démarre ta boite avec 0 euros.

Besoin d'un site web - Utilise Dorik
Besoin de ventes - Utilise Gumroad
Besoin d'un rédacteur - Utilise ChatGPT
Besoin d'un CRM - Utilise NotionHQ
Besoin d’une app - Utilise Bubble

Quoi d'autre ?",453,77
2023-10-18,Imho,@Issakimho,"ChatGPT, c'est pratique quand on a besoin d'une réponse rapide  

Mais on perd en sérendipité par rapport à une recherche sur Google

Sur Google, on a la réponse moins vite car faut fouiller, mais on apprend aussi d'autres trucs dans le process par effet de ricochet",11,2
2023-10-15,𝑮𝒂𝒖𝒕𝒊𝒆𝒓,@Boris_Gauty,"comment devenir un développeur plus fort et beaucoup plus productif : 

 Créer des projets
 Lisez des livres
 Lisez les documentations 
 Enseignez aux autres ce que vous savez
 Coder au quotidien
 Soyez actif dans votre communauté
 Utiliser ChatGPT
 Apprenez…",26,7
1970-01-01,FEBS_Letters,@NA,"Did you know we offer fast-track publication, reaching a decision within one week for articles submitted with reviewer reports from higher impact journals.

Just one reason to publish in FEBS Letters, the go-to journal for the most important developments in the #biosciences.",239,43
2023-10-27,L ᶦⁿ ᵗʰᶦˢ W 天,@Brahim_7_,ChatGPT est la meilleure invention de l'histoire.,18,2
2023-10-14,David la discipline,@vraiediscipline,"J'ai commencé à faire des tweets avec ChatGPT.

Je doutais de ma rédaction pour mes tweets.

Petit à petit, j'ai écrit mes tweets par moi-même.

Puis, j'ai décidé de rédiger entièrement par moi-même.

Et les résultats se sont faits ressentir.",45,20
2023-10-26,Maitre_koro OVERWORLD,@MaitreKoro,"Écriture d’un livre pour enfants ensemble sur le « Web 3 » 

Le tout à l’aide de Chat GPT et Midnourney et d’autres outils  

Je vous présenterais les prompt utilisés, les options, comment assembler, ajuster une image…

Vous voterez sur pas mal de sujets (personnage,…",186,7
2023-10-25,Jigaan,@djigane,"Sinon, ChatGPT parle wolof (en respectant l’orthographe) 
Je lui ai précisé dans mes instructions personnalisées de répondre à mes requêtes (prompt) en français, anglais ou wolof, en fonction de ma question et du contexte. It’s quite frightening, finally, but how extraordinary…",30,16
2023-10-28,Skieve Lavabo,@skievelavabo,"Inside – Intelligence artificielle : la RTBF a décidé de bloquer l’accès de ses contenus au robot ""aspirateur de données"" de ChatGPT 

""Reste qu’entre le blocage total (et la perte de visibilité pour les  éditeurs sur des plateformes populaires) et la coopération totale (et le…",30,0
2023-10-12,IAventurier | Productivité x IA,@IAventurier,"Je viens de survivre à une réunion de 3h 

Rédiger un compte rendu ? 
Pas la force. 

La solution ? 
Je demande à ChatGPT de transformer mes notes en compte rendu RIDA.

20 min de galère habituellement .
Avec ChatGPT, moins de 3 min et c'est réglé !  

Temps gagné ",35,5
2023-10-01,Rikard René,@RikardRene,"Bloomberg rapporte que la CIA est sur le point de dévoiler un outil d'IA de pointe, rappelant le populaire chatbot d'IA ChatGPT d'OpenAI. Cet outil est un produit de la division Open-Source Enterprise de la CIA et est sur le point de révolutionner la façon dont les agences de",90,27
2023-10-07,Coin Academy,@coinacademy_fr, Le créateur de ChatGPT à propos de Bitcoin : « Je suis très enthousiaste au sujet de Bitcoin... l'idée que nous ayons une monnaie mondiale qui échappe au contrôle d'un gouvernement est une étape logique et importante »,15,4
2023-10-20,Yavez,@nftyavez,"Être Auto-didacte ne te trahira jamais. 

 L'École ne t'enseignera pas tout
 Tes parents n'auront pas toujours raisons
 YouTube ne pourra pas tout le temps t'aider
 ChatGPT n'agira pas à ta place

Parfois, il suffit d'ouvrir un livre et... de réflechir. ",18,0
2023-10-25,AImmersion,@EnzoManis,"Tu as aimé ma base de 110+ prompts ChatGPT sur Notion ?

 Ce vendredi, je te dévoile ma base mise à jour avec 𝟮𝟮𝟬+ 𝗽𝗿𝗼𝗺𝗽𝘁𝘀 pour faire partie du 𝘁𝗼𝗽 𝟭% 𝗱𝗲𝘀 𝗲𝗻𝘁𝗿𝗲𝗽𝗿𝗲𝗻𝗲𝘂𝗿𝘀 ! 

Reste connecté, ne rate pas cette 𝗼𝗽𝗽𝗼𝗿𝘁𝘂𝗻𝗶𝘁é.",43,12
2023-10-05,EspritEcom | CRO,@EspritEcom,"Outils gratuits pour gagner 10 000€ : 

FB ads library - Recherche de produits

Shop - Shopify

Photopea - Édition de photos

CapCut - Montage vidéos",538,88
2023-10-24,Sorcier,@sorcierdelecom2,"Juste mes frérots, à quel moment je vous ai dit de commenter comme des bots ?

Si personne ne like/répond à votre commentaire il ne sert à rien

Commentez comme si vous étiez au bar avec des potes

Et arrêtez chatGPT par pitié",38,1
2023-10-25,Time Master,@timemasterpro,"ChatGPT ne remplacera pas votre travail.

Cela remplacera les parties les plus ennuyeuses.

Top 10 des prompts pour économiser des centaines d’heures de travail ennuyeux :",29,2
2023-10-23,Mjinina,@Ayoubspp,"Les doctorants viennent me demander des aides sur leurs projets de deep learning, je fais genre je réfléchis en notant des trucs, après je dis tu sais quoi je fais une recherche et je viens dans ton bureau.
Je veux juste demander de l'aide à mon ami chatgpt en cachette.",30,2
2023-10-05,Maitre_koro OVERWORLD,@MaitreKoro,"[THREAD] Développer une app Android à l’aide de #ChatGPT 

Accessible à TOUS ?

Dans ce thread, je vais vous parler de mon expérience de 6 mois sur le dev d’une app Android avec l’aide de Chat GPT et d’autres outils #IA ",38,1
2023-10-17,Ladji | IA Marketing,@Ladji_IA,"Savoir écrire un bon prompt est essentiel pour obtenir une bonne réponse.

Le problème c’est que la plupart des gens pensent qu’il faut poser des questions ouvertes à ChatGPT

Ils ont complètement tort : 

De loin, la meilleure approche c’est : 

- Être clair et concis
- Être…",15,4
2023-10-12,Alexis Degryse,@twogrey,"Les gens : « wahou la génération de code HTML par chatGPT est bluffante !! »

ChatGPT : « div div div div div div »",12,1
2023-10-09,Honua Honu,@HonuaHonu,"Je suis le seul à dire ""bonjour ""s'il te plait"" et ""merci"" à chat GPT ?  Je me sens con des fois mais je peux pas faire autrement ",34,7
2023-10-01,Aldo Sterone,@AldoSterone111,"La meilleure manière de me perdre dans une conversation :
- Expliquer que la terre est plate
- Parler de ChatGPT avec les yeux qui larmoient 

Sur ChatGPT, je permets 60 secondes, après je demande poliment de changer de sujet de conversation.",27,1
2023-10-24,Dr Sergio Coma,@sergio_coma,Est-ce que quelqu'un a déjà réussir à finir ChatGPT ? Je bloque au niveau 7,13,2
1970-01-01,AgenziaStampaEstero,@AiseStampa,"Rendere viva la Costituzione per gli italiani all'estero: il Cgie si incontra
 https://aise.it/primo-piano/rendere-viva-la-costituzione-per-gli-italiani-allestero-il-cgie-si-incontra/197738/160?twclid=21wvmik1zkudi6cjxsc2p6bs63… 
@CGIEmondo
 @LuigiVignali
 @micheleschiavo1",43,1
2023-10-15,Cyril web2fou,@CWeb2fou,"Suivez les gens honnêtes.

Je n'ai jamais prôné être le meilleur pédagogue ou formateur. J'ai toujours prôné être le n°1 email en Europe.

Mes formations ne sont pas pour les mecs qui veulent connaître les ""7 façons de gagner de l'argent avec ChatGPT"".",83,9
1970-01-01,Mahfq,@NA,"C'est paradoxal mais de nombreux nouveaux devs se lancent grâce à l'IA, tandis que pratiquement tous les devs seniors utilisent ChatGPT ou Copilot pour gagner en efficacité. 

Dans le monde du développement, je considère l'IA comme l'évolution du no-code",111,3
2023-10-18,steeven | 1989 taylor’s v.,@steeventltc,"Chat GPT c’est vachement bien en vrai purée  Tu fais pas un devoir entièrement sur ça mais ça peut vraiment te donner des idées de fou, des citations en lien avec ton sujet etc",182,7
2023-10-09,Romane,@Melp_c,"Le meilleur conseil que m'aura donné mon tuteur cette année, c'est de désactiver #copilot et de jouer avec l'auto-complétion / fouiller.  Déjà ça me fait retenir 10 fois plus comment s'utilisent les outils que je manipule. Pareil pour #ChatGPT :",15,2
2023-10-10,Frenchstartupper,@HuguesTrjs,"- X est GRATUIT
- Tiktok est GRATUIT  
- Notion est GRATUIT  
- Youtube est GRATUIT  
- ChatGPT est GRATUIT  

Tout ce genre d'outils sont ""GRATUITS"" pour créer du contenu.
 
Par contre notre temps est limité.

Fais en sorte de créer d",11,1
2023-10-06,Docteur Gang,@Docteurgang34,"J’ai demandé à ChatGPT de me faire un résumé de toutes les lois contre la prohibition de la weed en France et de faire un bilan de leurs efficacités, ça fait deux jours que le truc mouline.",61,3
2023-10-28,Abdoul4y,@4bdoulaye_ms,"Chat gpt peut te créer un plugin wordpress au complet, totalement fonctionnel qui va directement en prod et peut être vendu sur les stores.",8,3
2023-10-05,PGP: EDD9 6775 .... BD7E 18BD,@obitor_xmr,"J'ai envoyé les adresses bitcoin, de satoshi nakamoto a chatgpt, pour dechiffrer la clé-privé.
A moi la richesse absolue ",34,8
2023-10-17,Alexandre Grdl,@AlexandreGrdl,"Je pense que ChatGPT va faire diminuer le recours à différents framework, notamment Web car il permet de générer du code boilerplate directement spécialisé. Ça permet d’éviter la lourdeur de la généricité des frameworks ainsi que leur complexité fonctionnelle progressante.",65,12
2023-10-30,Sabrina Erin Gin,@OlympeReve,"J'ai demandé à ChatGPT de me générer des blagues féministes. Spoiler : comme les h-word, c'est pas drôle.",8,4
2023-10-13,BotStartt,@Botstartt,"Tu sais pertinemment que l'avenir c'est l'IA et l'automatisation.

Tu as tout à portée de main pour réussir : ChatGPT, qui est gratuit, et Automa, qui l'est aussi.

On aborde justement tout ça sur Automa Web School.",19,1
2023-10-12,Tiger Seo ॐ #⃝ Paul Sanches,@Seoblackout,La nouvelle fonctionnalité d'analyse d'images dans #ChatGPT est une vraie révolution !,11,1
2023-10-01,SF.,@SeefunTwt,"Dites adieu à ChatGPT.

Des gosses génèrent des dizaines de milliers d'euros grâces aux nouvelles IAs.

Voici 11 nouveaux sites d'IA qui vous permettrons de gagner des centaines d'heures :",16,1
2023-10-19,Anakin Baskut,@ACELAWJTM,Moi c’est simple je demande tout à chatgpt même un sms pk j’me ferais chier alrs que des grosses têtes ont inventé ce formidable outil,13,5
2023-10-01,IAdvisor - (Matt),@IAdvisorFR,"Gagne 5k/mois sans sortir de ton lit grâce à ChatGPT 

Non, c'est une pure arnaque 

Ne te laisse pas duper par les escrocs qui jurent gagner de l'argent 'facilement'.

L'IA est certes trés utile dans le business.

Mais ça ne remplacera jamais ton courage et ta détermination.",29,2
2023-10-23,Alex Gagnon,@alxgagnon,"Ian Senechal fait son traditionnel tweet écrit par ChatGPT

Cette fois-ci pour parler des ""moralisateurs"" qui jugent les autres, dénigrent leur opinions et se croient supérieur.

Puis il m'a bloqué.

Quelle ironie quand même!",94,18
2023-10-21,anti-adulte,@FSucculent,"Viens de faire un CV sur Canva à ma sœur et de lui expliquer ce qu’est ChatGPT, elle était choquée de A à Z",12,2
2023-10-12,Alexis Rylko,@alekseo,"Allez, testons la nouvelle fonctionnalité de reconnaissance des images par #ChatGPT Plus pour le #SEO et en général ",24,2
2023-10-28,AI EXPLORER,@AiExplorerFR,"Apple dépenserait des millions de $ par jour pour former Ajax, son LLM.

Il serait plus puissant que ChatGPT.

Une entreprise qui dispose de 300 milliards de dollars pour la recherche est forcément prometteuse.",46,0
2023-10-15,Adam,@adamastery,"J'ai gagne 15'000€ par mois sur Twitter.

Mon business fonctionne juste avec :

1. ChatGPT 4 20€/mois
2. HypeFury 50€/mois
4. Système io 47€/mois
6. Twitter (𝕏) 11€/mois

Total ≈ 128€/mois",21,0
1970-01-01,QuillBot,@The,"If writing anything makes you anxious, try QuillBot.

Now through Cyber Monday, we’re offering Premium 50% off.",31,13
2023-10-11,Assina Kahamba,@assimay,"Histoire vécue

- Madame, vos élèves utilisent ChatGPT
- Impossible!
- Pourquoi? 
- Le texte qu'elles me donnent ne semble pas donné par une intelligence artificielle
- Vous étiez là quand l'elles écrivaient?
- Non!

J'ai laissé la prof en train de dire: ce n'est pas possible...",20,2
2023-10-13,Pierre Lapin,@pierrelapin,"Petit tips mega pratique avec le nouveau ChatGPT, vous pouvez lui demander de décrire une image. Donc trop cool pour aider les frérots et sœurettes malvoyant•e•s sur les RS.",23,3
2023-10-18,Guillaume Champeau,@gchampeau,"Le cabinet de consulting PwC (l'un des quatre gros du marché) a signé un accord avec OpenAI pour utiliser ChatGPT pour générer des conseils aux clients, peut-être un peu moins quali (et encore), mais surtout beaucoup moins chers. Des consultants humains seront toujours…",223,2
2023-10-11,Jigaan,@djigane,"Les instructions personnalisées, les plugins et le web browsing de #ChatGPT sont des outils de productivité IN CRO YA BLES.",9,2
2023-10-07,Rongier a voté FN aux elections,@Onizukagui,Jimmy2jew qui demande à chatgpt de lui faire le tweet le plus impartial sur le conflit israélo-palestiniens,72,15
2023-10-01,Abdoul4y,@4bdoulaye_ms,"Entrain de faire ""coder"" un plugin wordpress de simulateur de prêt immobilier en php avec chatGPT gratuit.

Je pleure 
10 ans que je rêvais de ça",283,193
2023-10-04,Emile Marzolf,@emile_marzolf,Le ministre Stanislas Guerini lancera demain l'expérimentation d'un ChatGPT du service public pour aider les agents à répondre aux questions des usagers sur ServicesPublics+. L'outil est basé sur le modèle Claude de la société Anthropic.,8,4
2023-10-20,Fto,@0xfto,"ChatGPT est en train de détruire les développeurs 

Je suis actuellement en call avec 
@iziatask
 

ChatGPT lui rédige directement tout ses scripts ! 

Je vais donc le virer et ne garder que l'abonnement à ChatGPT ! 

#TechniqueDeRat",84,22
2023-10-07,Nicolas Martignole,@nmartignole,"CSS et html ne cesseront de me fasciner. J ai fixé les headers/footer sur des contrats en PDF en print. Et même chatGPT ne savait pas faire. Le métier de dev web ne sera jamais remplacé par l’AI, tellement CSS est parfois compliqué ",12,2
2023-10-20,Alan,@TradingYT,"Les amis, je viens de me taper une discussion avec ChatGPT4 en vocal sur mon téléphone pendant 15 minutes et je suis littéralement choqué !!

VRAIMENT

J'utilise ChatGPT au quotidien depuis un bon moment pour beaucoup de tâches, mais là, c'est encore un niveau au-dessus.",52,43
2023-10-09,Aurélien Girard,@AurlienGirard4,Première fois: les éditeurs d'un ouvrage académique m'envoient l'abstract de mon article généré par ChatGPT pour validation. Il a les défauts habituels des réponses produites par cette IA: difficulté à hiérarchiser les infos et surtout... tout est de l'eau tiède.,18,1
2023-10-21,AI EXPLORER,@AiExplorerFR,"8 extensions chrome IA que vous DEVEZ avoir pour être plus productif

1. ChatGPT Sidebar - Sélectionnez n'importe quel texte et obtenez un résumé, une traduction ou une explication.

2. Scribe AI - Cet outil analyse vos processus de travail et les transforme en un guide étape…",13,2
2023-10-16,nora bouazzouni,@norabz,"ah tiens, nouveauté dans mes contrats de traduction : ""Le TRADUCTEUR déclare expressément ne pas avoir eu recours à une intelligence artificielle (ChatGPT, MidJourney...) pour la création de la Contribution.""",84,6
2023-10-23,Vincent Lahaye,@jambonbuzz,"C'est incroyable à quel point chatGPT a perdu en qualité ces dernières semaines, il devient amnésique des anciens prompts, ne respecte pas le bouton ""continuer à générer"" et a perdu en créativité...
C'est qu'une impression ou vous ressentez aussi cela ?",10,0
2023-10-25,Alain GOUDEY,@AlainGoudey," Cas d'usage : dupliquez et insérez votre profil LinkedIn dans #ChatGPT.

Prompt : ""Voici mon profil LinkedIn actuel, j'aspire à l'améliorer pour un rôle de [METIER]. Pourriez-vous m'aider à l'optimiser en utilisant les mots-clés les plus pertinents de [METIER] ?""

A essayer ",22,8
2023-10-01,ᑭᒪᗩᑎETOᕼEᗰE,@planetom13,"Le point positif hier, c'est qu'on a pas eu à subir l'interview ChatGPT de Mbemba ""On n'a pas respecté le maillot, on va travailler, on doit mourir sur le terrain, on a pas le choix"" qu'il nous ressort entre 2 disasterclass depuis des mois.",18,2
2023-10-26,Alain GOUDEY,@AlainGoudey," Les premières craintes avec ChatGPT étaient que les réseaux sociaux soient rapidement submergés par des comptes de bots IA sophistiqués.

On avait tort.

Les réseaux sociaux ont été en fait envahis par des ""influenceurs IA"" peu sophistiqués ",16,2
2023-10-25,Alain GOUDEY,@AlainGoudey," Rappels utiles :
- ChatGPT se prépare pour 1 milliard d'utilisateurs
- Les GAFAM accélérent le rythme
- Apple va répliquer sur iOS
- Tesla Optimus, next big thing ?
- Le texte-to-video arrive
- Nos écoles sont à la peine vs l'IA

Les règles du jeu ont changé.",36,7
2023-10-18,Guillaume Champeau,@gchampeau,"Depuis 15 ans, Stack Overflow s'est imposé comme le site de référence pour l'entraide entre développeurs. Avec l'arrivée de ChatGPT, il perd subitement de son utilité, et licencie près d'un tiers de ses salariés. Reste à voir à long terme, s'il n'y a plus assez d'humains pour…",73,6
2023-10-12,Kevin Bordi,@Blitz_Stream,"Je viens de demander à ChatGPT de m'aider à écrire quelques lignes sur la BCUP 3. 
Le résultat me fracasse:
""Ensuite, parlons des têtes d'affiche ! Cette année, nous avons l'honneur de vous présenter :

Grand Maître Alexander Zverovich - Champion du monde 2022, il est reconnu…",24,3
1970-01-01,Konbini,@Fr,Le jour où il a mangé son premier tacos ! ,22,7
2023-10-02,Didier Sampaolo,@dsampaolo,"J'ai failli écrire ""il est important"" dans une phrase. Je me suis repris, sinon tout le monde aurait cru que la newsletter de 
@soumettrefr
 est rédigée par ChatGPT :D",17,7
2023-10-17,Alexandre Devecchio,@AlexDevecchio,"« Comme avachis sur notre canapé, nous dirons : «ChatGPT, rédige-moi ma thèse, une lettre de candidature ou d’amour…» » Grand entretien avec 
@Eric_Sadin
, penseur majeur de la révolution numérique à l’occasion de la parution de son nouveau livre : La vie spectrale…",62,0
2023-10-20,Sophie Gironi,@SophieGironi,"En ce moment, je fais mumuse avec ChatGPT, et ça me fait franchement peur sur l’état des connaissances qu’on va tirer de la multitudes de médias qui l’utilise.
Un exemple très pragmatique :",256,21
2023-10-25,Mais où va le web ?,@MaisOuVaLeWeb,"Hot take :

La question de l'éthique de l'IA revient en force avec ChatGPT et les LLM, car ceux-ci concernent (enfin, ou pas) les classes bourgeoises.

L'automatisation, l'agorithmisation, la mise en calcul du monde avec parfois des effets délétères est pourtant une constante.",27,0
2023-10-18,Orange France,@Orange_France, Le saviez-vous ? ChatGPT n’est plus limité aux données antérieures à 2021. Il peut désormais naviguer sur Internet pour fournir des informations actuelles accompagnées de liens directs vers des sources. On vous explique ça ,11,9
